date,startup,vertical,subvertical,city,investors,round,amount
07-08-2015,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,10
07-08-2015,Flytxt,Big Data & Analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,1.1
07-08-2015,Axtria,Big Data & Analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,3
07-08-2015,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Angel Round,0.05
07-08-2015,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,0.75
07-08-2015,Lendingkart,Online Finance lending platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,1
07-08-2015,Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,1.02
07-08-2015,Zoomcar,Self-driven vehicle rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,1.1
14-07-2015,MySmartPrice,Online comparison engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,1
14-07-2015,Boxmyspace,Physical Storage warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Angel Round,0.03
14-07-2015,HackerRank,Tech Recruitment platform,,Bangalore,HR Technology fund,Private Equity,0.75
14-07-2015,WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Angel Round,0.08
14-07-2015,WoWexpress,Tech enabled logistics platform,,Mumbai,Tamarind Family Private Trust,Angel Round,0.05
15-07-2015,Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Equity,10
15-07-2015,Mobikon,Restaurant customer engagement platform,,Pune,Jungle Ventures,Private Equity,0.23
15-07-2015,Roadrunnr,Hyper local logistics platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,1.1
16-07-2015,Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Angel Round,0.07
17-07-2015,QuikWallet,F&B sector Mobile Payment platform,,Mumbai,Snow Leopard Technology Ventures,Private Equity,0.16
17-07-2015,Omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Angel Round,0.01
20-07-2015,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,1.5
20-07-2015,Innoviti,Payment Solutions platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,0.49
21-07-2015,Joy by nature,Organic Food ecommerce,,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,0.1
22-07-2015,Iqlect,Big Data & Analytics platform,,Bangalore,Exfinity Venture Partners,Private Equity,0.2
22-07-2015,deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Equity,3
23-07-2015,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Equity,1.28
23-07-2015,Myonsto,Online Grocers,,Ahmedabad,Jayant Bokadia,Angel Round,0.03
23-07-2015,MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Equity,2
23-07-2015,HolidayIQ,Travel information portal,,Bangalore,MakeMyTrip,Private Equity,1.5
23-07-2015,Fitternity,Fitness Marketplace,,Mumbai,Exfinity Venture Partners,Private Equity,0.1
23-07-2015,Quikr,Online & Mobile classified listings,,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,6
24-07-2015,BroEx,Real Estate Broker network App,,Gurgaon,Lightspeed India,Private Equity,0.1
25-07-2015,CredR,Used Bikes Marketplace,,Mumbai,Fidelity Growth Partners,Private Equity,1.5
27-07-2015,ManageMySpa,Spa & Salon Management Software,,Hyderabad,Accel Partners,Private Equity,0.6
28-07-2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,10
28-07-2015,Flipkart.com,Online Marketplace,,Bangalore,Steadview Capital and existing investors,Private Equity,70
28-07-2015,Opinio,Hyperlocal food & grocery store,,Bangalore,"Accel Partners, Traxcn Labs & Others",Angel Round,0.13
28-07-2015,Zoctr,Health-Tech platform,,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Angel Round,0.1
29-07-2015,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,0.2
29-07-2015,trueHb,Medical Tech Instruments,,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Angel Round,0.24
29-07-2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,5
29-07-2015,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Equity,0.12
30-07-2015,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Equity,0.06
30-07-2015,Pragmatix,Business intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Equity,0.24
30-07-2015,Droom.in,Used Vehicle Marketplace,,New Delhi,"Lightbox Ventures, Beenos",Private Equity,1.6
30-07-2015,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Angel Round,0.02
30-07-2015,Noodle Play,Chinese food delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Angel Round,0.02
31-07-2015,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,0.05
31-07-2015,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Equity,0.2
31-07-2015,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Equity,0.5
06-01-2015,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,0.6
06-01-2015,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Angel Round,0.05
06-01-2015,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Equity,0.4
06-01-2015,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Angel Round,0.04
06-01-2015,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,0.1
06-01-2015,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,0.06
06-01-2015,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Angel Round,0.05
06-02-2015,Saama,Big Data & Analytics Services,,Pune / US,Carrick Capital Partners,Private Equity,3.5
06-02-2015,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Angel Round,0.04
06-03-2015,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Equity,0.3
06-03-2015,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Angel Round,0.01
06-03-2015,Arkin Net,Data Center Software platform,,Pune / US,Nexus Venture Partners,Private Equity,1.5
06-03-2015,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Angel Round,0.02
06-03-2015,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Angel Round,0.03
06-04-2015,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Equity,13.7
06-04-2015,Vidooly,Video Intelligence Platform,,Noida,Bessemer Venture Partners,Private Equity,0.1
06-04-2015,Zopper,Hyperlocal Shopping App,,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,2
06-04-2015,Flipkart,eCommerce platform,,Bangalore,Morgan Stanley,Private Equity,5
06-05-2015,Medwell Ventures,Healthcare\\nService provider,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,1
06-05-2015,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"Snow Leopard, Paytm",Private Equity,0.5
06-08-2015,Applied Solar Technologies,Off-grid Solar Power,,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,4
06-09-2015,Clovia,Private Label lingerie Ecommerce,,New Delhi,IvyCap Ventures,Private Equity,0.5
06-09-2015,Swiggy,Online Food Ordering,,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,1.65
06-09-2015,PayMango,Mobile Commerce Platform,,Gurgaon,Group of Angel Investors,Angel Round,0.02
06-09-2015,Teritree,Digital Marketing Services,,Bangalore,KCL,Angel Round,0.01
06-10-2015,Voonik,Fashion Ecommerce store,,Bangalore,"Sequoia Capital, Seedfund",Private Equity,0.5
06-11-2015,AdStringO,Mobile Compression Software,,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Angel Round,0.04
06-11-2015,Faircent.com,Peer to Peer Lending platform,,Gurgaon,M&S Partners Pte. Ltd,Angel Round,0.03
06-12-2015,La Renon,Global Healthcare products,,Ahmedabad,Sequoia Capital,Private Equity,1.6
15-06-2015,Homelane,Home Furnishing Solutions,,Bangalore,Sequoia Capital,Private Equity,5
15-06-2015,Shippr,Intra-City Logistics service,,Bangalore,i2india Pvt Ltd,Angel Round,0.05
16-06-2015,CouponRaja,Online Coupon & comparison platform,,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Angel Round,0.05
17-06-2015,MyDentist,Dental Clinic chain,,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,0.82
18-06-2015,Fracktal Works,3D Printer Manufacturer,,Bangalore,Neoteric Infomatique Limited,Private Equity,0.3
18-06-2015,Hansa Customer Equity,IT / Customer Engagement Consulting,,Mumbai,ASK Pravi,Private Equity,0.5
19-06-2015,Housejoy,Home services marketplace,,Bangalore,Matrix Partners,Private Equity,0.4
19-06-2015,FundsIndia.com,Financial Services Platform,,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,1.1
20-06-2015,Cupick,Social Network for Artists,,Bangalore,Group of Angel Investors from US/India,Angel Round,0.01
20-06-2015,Tracxn,Startup funding platform,,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,1
21-06-2015,Holachef,Food Delivery Platform,,Mumbai,"Kalaari Capital, India Quotient",Private Equity,0.31
22-06-2015,elong,Data Driven recruitment recommendation,,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,0.5
22-06-2015,Vidgyor,Video Advertisement Platform,,Bangalore,AngelPrime,Angel Round,0.05
23-06-2015,Goodservice,Mobile Chat based concierge service,,New Delhi,Sequoia Capital,Private Equity,0.16
23-06-2015,Treebo,Online Budget Hotel Booking Service,,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,0.6
23-06-2015,EduKart,Online education marketplace,,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,0.1
24-06-2015,The Porter,Logistics Tech,,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,0.55
24-06-2015,Retention.ai,App Analytics platform,,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Angel Round,0.05
25-06-2015,Fusion Microfinance,Micro Finance Platform,,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,0.86
25-06-2015,Zinka,Freight logistics platform,,Bangalore,"Accel Partners, Flipkart",Private Equity,0.6
26-06-2015,CreditMantri,Credit Management Services,,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,0.25
26-06-2015,GetMyPeon,Hyperlocal Handyman Services,,Mumbai,Undisclosed investors,Angel Round,0.03
29-06-2015,UrbanClap,Hyperlocal services marketplace,,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,1
29-06-2015,AdWyze,Marketing / Advertising Automation platform,,Bangalore,Mape Advisory,Angel Round,0.1
29-06-2015,Zimmber,Hyperlocal Handyman Services,,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Angel Round,0.04
30-06-2015,Flatchat,Flat rental Mobile App,,Bangalore,Commonfloor,Private Equity,0.25
30-06-2015,MyCFO,Wealth Management Platform,,Mumbai,Sameer Koticha,Private Equity,0.15
05-01-2015,Foodpanda,Online Food Delivery,,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,10
05-01-2015,Termsheet,Fund Raising Platform,,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Angel Round,0.01
05-04-2015,Applicate,Workforce Management Software,,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Angel Round,0.06
05-04-2015,World Art Community,Online Art Marketplace,,Gurgaon,Viraj Tyagi & others,Angel Round,0.02
05-04-2015,SpoonJoy,Online Food Delivery,,Bangalore,SAIF Partners,Angel Round,0.1
05-05-2015,Seed Schools,Affordable Education,,Hyderabad,Acumen Fund,Angel Round,0.07
05-05-2015,Ignis Careers,Career Development,,Hyderabad,Acumen Fund,Angel Round,0.03
05-05-2015,Square Yards,Real Estate Advisory,,Gurgaon,Undisclosed Investors,Private Equity,0.6
05-05-2015,Fintellix,Banking Analytics Platform,,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,1.5
05-06-2015,Delhivery,Ecommerce Logistics,,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,8.5
05-06-2015,Swiggy,Online Food Delivery,,Bangalore,Norwest Venture Partners,Private Equity,1.5
05-07-2015,Box8,Online Food Delivery,,Mumbai,Mayfield Ventures,Private Equity,0.35
05-07-2015,Toppr,Online Education Platform,,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,1
05-07-2015,Vedantu,Online Education Platform,,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,0.5
05-08-2015,BuyHatke,Online Product Comparison,,Bangalore,"S.Gopalakrishnan, Beenos",Angel Round,0.1
05-08-2015,Uniken,Online Security Platform,,Pune,Exfinity Ventures,Private Equity,0.2
05-08-2015,GrandOpinion,Online Medical Diagnostic,,New Delhi,Florida based Angel investor,Angel Round,0.02
05-12-2015,ZapStitch,Cloud Data Integration Platform,,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,0.2
05-12-2015,Wassup,Mobile Laundry Cleaning Service,,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,0.2
05-12-2015,Plancess,Online Education Platform,,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Angel Round,0.2
14-05-2015,IndianRoots.com,Lifestyle Ecommerce Portal,,Gurgaon,KJS Group,Private Equity,0.5
14-05-2015,RedPolka,Online Fashion Aggregator,,Mumbai,Undisclosed Investors,Angel Round,0.03
15-05-2015,Venturesity,Online Job skills Showcase,,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Angel Round,0.03
19-05-2015,Chaayos,Offline Tea Chain,,New Delhi,Tiger Global Management,Private Equity,0.1
19-05-2015,Akosha,Business Messaging App,,New Delhi,Sequoia Capital,Private Equity,1.6
19-05-2015,Cooey,Health Mobile App,,Bangalore,Subhash Goyal,Angel Round,0.05
19-05-2015,MeetUniv,Online Ed-Tech Platform,,Noida,Peesh Venture Capital,Angel Round,0.1
19-05-2015,Crown-it,Hyperlocal Mobile Marketplace,,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,0.55
19-05-2015,Trucksfirst,Trucking Logistic Operations,,Gurgaon,SAIF partners,Private Equity,1
20-05-2015,Lookup,B2C Messaging App,,Bangalore,Biz Stone,Private Equity,0.3
22-05-2015,Nudgespot,Customer Engagement Platform,,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Angel Round,0.06
22-05-2015,EveningFlavors,Online Table Reservation,,Bangalore,Sandiep Shrivatsava,Angel Round,0.05
25-05-2015,ZenParent,Parents focused Web Content,,Bangalore,i2india Ventures,Angel Round,0.05
26-05-2015,UrbanPro,On-demand Service marketplace,,Bangalore,Nirvana Venture Advisors,Private Equity,0.2
26-05-2015,Goodbox,On-Demand Business messaging,,Bangalore,Manipal Group,Angel Round,0.02
26-05-2015,Renderlogy,Online Home D\\xc3\\xa9cor,,Hyderabad,Astarc Ventures,Private Equity,0.1
27-05-2015,Postman,API Workflow platform,,Bangalore,Nexus Venture Partners,Angel Round,0.1
27-05-2015,Casa2inns,Affordable Hotel Booking Online,,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,0.5
27-05-2015,FleetRover,Logistics Intelligence,,Goa,"Tim Chen, Sanjay Venkat",Angel Round,0.02
28-05-2015,TheKarrier,Last Mile Logistics,,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Angel Round,0.02
28-05-2015,Zoomcar,Self-driven Car rental,,Bangalore,Sequoia Capital,Private Equity,0.5
30-05-2015,Ather Energy,Electric Scooter Manufacturer,,Bangalore,Tiger Global,Private Equity,1.2
04-03-2015,Swiggy,Online Food Delivery,,Bangalore,"Accel Partners, SAIF Partners",Private Equity,0.2
04-04-2015,Bluegape,Web Content Publishing,,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Angel Round,0.02
04-06-2015,InstaLively,Video Streaming,,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Angel Round,0.01
04-07-2015,Pricejugaad,Price Comparison,,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Angel Round,0.02
04-07-2015,Quikr,Online Classifieds,,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,15
04-07-2015,PressPlay,Travel Entertainment,,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Angel Round,0.22
04-08-2015,FirstCry.com,eCommerce,,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,1
04-08-2015,MobiKwik,Digital / Mobile Wallet,,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,2.5
04-08-2015,Olacabs,Cab Aggregator,,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,40
04-09-2015,Gadgetwood,Device Repair Svcs,,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Angel Round,0.02
04-09-2015,Bonhomia,Premium Beverages,,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Angel Round,0.2
04-09-2015,Changer Mints,Digital / Mobile Wallet,,Kolkata,Hyderabad based investor,Angel Round,0.02
04-09-2015,Urban Ladder,Online Furnishing\\neCommerce,,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,5
04-10-2015,Whatfix,Interactive\\xc2\\xa0 How-To Guides,,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Angel Round,0.09
04-11-2015,Zomato,Restaurant Reviews,,Gurgaon,Info Edge (India),Private Equity,2.5
13-04-2015,ZopNow,Online Grocer,,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,1
13-04-2015,Nayi Disha,Ed-Tech,,New Delhi,"Ajay Relan,",Angel Round,0.03
13-04-2015,The Porter,Logistics Tech,,Mumbai,Kae Capital,Angel Round,0.05
13-04-2015,Commeasure,Online Hotel Booking,,Noida,Jungle Ventures,Angel Round,0.1
13-04-2015,Capricoast,Online Kitchen Furniture,,Bangalore,Accel Partners India,Angel Round,0.13
14-04-2015,LocalOye,Hyper-local Online Services,,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,0.5
